    0.8411109029    0.0000000000    0.0000000000   -0.5535574504    0.0000000000    0.0000000000   -0.1314948122    0.1261533318    0.0000000000   -0.1314948122   -0.1261533318    0.0000000000   -0.0122819140    0.0029083122    0.0000000000   -0.0122819140   -0.0029083122    0.0000000000
    0.0000000000    0.6389108687    0.0000000000    0.0000000000   -0.1108567883    0.0000000000    0.1200600423   -0.2671464365    0.0000000000   -0.1200600423   -0.2671464365    0.0000000000   -0.0308085314    0.0031193963    0.0000000000    0.0308085314    0.0031193963    0.0000000000
    0.0000000000    0.0000000000    0.1064061180    0.0000000000    0.0000000000   -0.0437686563    0.0000000000    0.0000000000   -0.0360265429    0.0000000000    0.0000000000   -0.0360265429    0.0000000000    0.0000000000    0.0047078121    0.0000000000    0.0000000000    0.0047078121
   -0.5535574504    0.0000000000    0.0000000000    0.8411109029    0.0000000000    0.0000000000   -0.0122819140   -0.0029083122    0.0000000000   -0.0122819140    0.0029083122    0.0000000000   -0.1314948122   -0.1261533318    0.0000000000   -0.1314948122    0.1261533318    0.0000000000
    0.0000000000   -0.1108567883    0.0000000000    0.0000000000    0.6389108687    0.0000000000    0.0308085314    0.0031193963    0.0000000000   -0.0308085314    0.0031193963    0.0000000000   -0.1200600423   -0.2671464365    0.0000000000    0.1200600423   -0.2671464365    0.0000000000
    0.0000000000    0.0000000000   -0.0437686563    0.0000000000    0.0000000000    0.1064061180    0.0000000000    0.0000000000    0.0047078121    0.0000000000    0.0000000000    0.0047078121    0.0000000000    0.0000000000   -0.0360265429    0.0000000000    0.0000000000   -0.0360265429
   -0.1314948122    0.1200600423    0.0000000000   -0.0122819140    0.0308085314    0.0000000000    0.1373176442   -0.1362869169    0.0000000000    0.0106495676   -0.0131663985    0.0000000000    0.0010280864   -0.0006453797    0.0000000000   -0.0052185719   -0.0007698810    0.0000000000
    0.1261533318   -0.2671464365    0.0000000000   -0.0029083122    0.0031193963    0.0000000000   -0.1362869169    0.2789447974    0.0000000000    0.0131663985   -0.0181453264    0.0000000000    0.0006453797    0.0016775407    0.0000000000   -0.0007698810    0.0015500284    0.0000000000
    0.0000000000    0.0000000000   -0.0360265429    0.0000000000    0.0000000000    0.0047078121    0.0000000000    0.0000000000    0.0238975073    0.0000000000    0.0000000000    0.0028109030    0.0000000000    0.0000000000   -0.0082381854    0.0000000000    0.0000000000    0.0128485059
   -0.1314948122   -0.1200600423    0.0000000000   -0.0122819140   -0.0308085314    0.0000000000    0.0106495676    0.0131663985    0.0000000000    0.1373176442    0.1362869169    0.0000000000   -0.0052185719    0.0007698810    0.0000000000    0.0010280864    0.0006453797    0.0000000000
   -0.1261533318   -0.2671464365    0.0000000000    0.0029083122    0.0031193963    0.0000000000   -0.0131663985   -0.0181453264    0.0000000000    0.1362869169    0.2789447974    0.0000000000    0.0007698810    0.0015500284    0.0000000000   -0.0006453797    0.0016775407    0.0000000000
    0.0000000000    0.0000000000   -0.0360265429    0.0000000000    0.0000000000    0.0047078121    0.0000000000    0.0000000000    0.0028109030    0.0000000000    0.0000000000    0.0238975073    0.0000000000    0.0000000000    0.0128485059    0.0000000000    0.0000000000   -0.0082381854
   -0.0122819140   -0.0308085314    0.0000000000   -0.1314948122   -0.1200600423    0.0000000000    0.0010280864    0.0006453797    0.0000000000   -0.0052185719    0.0007698810    0.0000000000    0.1373176442    0.1362869169    0.0000000000    0.0106495676    0.0131663985    0.0000000000
    0.0029083122    0.0031193963    0.0000000000   -0.1261533318   -0.2671464365    0.0000000000   -0.0006453797    0.0016775407    0.0000000000    0.0007698810    0.0015500284    0.0000000000    0.1362869169    0.2789447974    0.0000000000   -0.0131663985   -0.0181453264    0.0000000000
    0.0000000000    0.0000000000    0.0047078121    0.0000000000    0.0000000000   -0.0360265429    0.0000000000    0.0000000000   -0.0082381854    0.0000000000    0.0000000000    0.0128485059    0.0000000000    0.0000000000    0.0238975073    0.0000000000    0.0000000000    0.0028109030
   -0.0122819140    0.0308085314    0.0000000000   -0.1314948122    0.1200600423    0.0000000000   -0.0052185719   -0.0007698810    0.0000000000    0.0010280864   -0.0006453797    0.0000000000    0.0106495676   -0.0131663985    0.0000000000    0.1373176442   -0.1362869169    0.0000000000
   -0.0029083122    0.0031193963    0.0000000000    0.1261533318   -0.2671464365    0.0000000000   -0.0007698810    0.0015500284    0.0000000000    0.0006453797    0.0016775407    0.0000000000    0.0131663985   -0.0181453264    0.0000000000   -0.1362869169    0.2789447974    0.0000000000
    0.0000000000    0.0000000000    0.0047078121    0.0000000000    0.0000000000   -0.0360265429    0.0000000000    0.0000000000    0.0128485059    0.0000000000    0.0000000000   -0.0082381854    0.0000000000    0.0000000000    0.0028109030    0.0000000000    0.0000000000    0.0238975073
